1,123.0351
2,119.2738
3,111.9771
4,115.0313
5,128.2849
6,112.4993
7,120.5208
8,122.7813
9,112.4139
10,118.0807
11,110.3542
12,121.9126
13,118.5402
14,123.0842
15,111.4556
16,111.1994
17,116.8334
18,108.9425
19,117.0693
20,110.7214
21,123.4033
22,136.1064
23,113.3054
24,114.4512
25,143.1844
1,140.2556
2,144.4641
3,129.0779
