1,117.2871
2,128.9975
3,123.0421
4,111.5193
5,121.8247
6,117.6517
7,109.6702
8,126.2271
9,214.7627
10,107.3794
11,118.1853
12,123.1907
13,105.9971
14,131.6796
15,107.3211
16,121.8315
17,110.5792
18,111.8543
19,111.12
20,117.1174
21,116.106
22,104.7788
23,108.8159
24,122.5823
25,118.6491
1,115.0252
2,297.1469
