1,120.9977
2,123.3321
3,120.4084
4,111.0889
5,116.8885
6,115.1662
7,111.7581
8,120.2628
9,108.8728
10,109.4584
11,118.8562
12,112.7687
13,132.9486
14,108.499
15,108.8084
16,121.4409
17,122.3655
18,119.8135
19,123.3983
20,110.4556
21,115.2383
22,133.8566
23,118.2228
24,119.836
25,121.4409
1,204.3806
2,120.9117
3,123.6133
